subj_id,cognitive_selfesteem_overall,credibility_overall,favorite_ai_system_overall,intention_use_overall,perceived_anthropomorphism_overall,perceived_intelligence_overall,perceived_role_of_ai_overall,perception_tool_actor_overall,usefulness_overall,apple_use,attitudes,attitudes_toward_ai_decisions,attitudes_toward_disclosure,attitudes_usage,delegation_comfort,general_experience_ai,subjective_knowledge,predicted_knowledge,objective_knowledge,objective_knowledge-item_1,objective_knowledge-item_2,objective_knowledge-item_3,objective_knowledge-item_4,objective_knowledge-item_5,objective_knowledge-item_6,objective_knowledge-item_7,objective_knowledge-item_8,objective_knowledge-item_9,objective_knowledge-item_10,objective_knowledge-item_11,objective_knowledge-item_12,objective_knowledge-item_13,objective_knowledge-item_14,objective_knowledge-item_15,objective_knowledge-item_16,objective_knowledge-item_17,objective_knowledge-item_18,objective_knowledge_confidence,loneliness,preferred_level_of_delegation,reason_for_not_using_ai_lack_knowledge,reason_for_not_using_ai_privacy_concerns,reason_for_not_using_ai_no_use_case,reason_for_not_using_ai_cost_barrier,reason_for_not_using_ai_reliability_concerns,reason_for_not_using_ai_prefer_traditional,reason_for_not_using_ai_waiting_maturity,reason_for_not_using_ai_no_resources,reason_for_not_using_ai_ethical_concerns,reason_for_not_using_ai_no_time,reason_for_not_using_ai_dislike_ai,reason_for_not_using_ai_other,reason_for_not_using_ai_other_other_text,strong_reason_for_not_using_ai_strong_reason_lack_knowledge,strong_reason_for_not_using_ai_strong_reason_privacy_concerns,strong_reason_for_not_using_ai_strong_reason_no_use_case,strong_reason_for_not_using_ai_strong_reason_cost_barrier,strong_reason_for_not_using_ai_strong_reason_reliability_concerns,strong_reason_for_not_using_ai_strong_reason_prefer_traditional,strong_reason_for_not_using_ai_strong_reason_waiting_maturity,strong_reason_for_not_using_ai_strong_reason_no_resources,strong_reason_for_not_using_ai_strong_reason_ethical_concerns,strong_reason_for_not_using_ai_strong_reason_no_time,strong_reason_for_not_using_ai_strong_reason_dislike_ai,strong_reason_for_not_using_ai_strong_reason_other,strong_reason_for_not_using_ai_strong_reason_other_other_text,risk_opportunity_score,user,open_to_use,context_of_use_user,context_of_use_no_user,cognitive_selfesteem_thinking,cognitive_selfesteem_thinking-item_1,cognitive_selfesteem_thinking-item_2,cognitive_selfesteem_thinking-item_3,cognitive_selfesteem_thinking-item_4,cognitive_selfesteem_thinking-item_5,cognitive_selfesteem_thinking-item_6,cognitive_selfesteem_memory,cognitive_selfesteem_memory-item_1,cognitive_selfesteem_memory-item_2,cognitive_selfesteem_memory-item_3,cognitive_selfesteem_memory-item_4,cognitive_selfesteem_transactive_memory,cognitive_selfesteem_transactive_memory-item_1,cognitive_selfesteem_transactive_memory-item_2,cognitive_selfesteem_transactive_memory-item_3,cognitive_selfesteem_transactive_memory-item_4,closeness_favorite_ai,creepiness_favorite_ai_user,credibility_favorite_ai-item_1,credibility_favorite_ai-item_2,credibility_favorite_ai-item_3,credibility_favorite_ai-item_4,credibility_favorite_ai-item_5,enjoyment_favorite_ai_user,enjoyment_favorite_ai_user-item_1,enjoyment_favorite_ai_user-item_2,enjoyment_favorite_ai_user-item_3,choice_favorite_ai_no_user_other_text,modality_favorite_ai,perceived_intelligence_favorite_ai-item_1,perceived_intelligence_favorite_ai-item_2,perceived_intelligence_favorite_ai-item_3,perceived_intelligence_favorite_ai-item_4,perceived_intelligence_favorite_ai-item_5,perceived_reliance_on_ai_user,perceived_role_of_ai_favorite_ai_other_text,perceived_role_of_ai_no_user_other_text,self_efficacy_without_ai_creativity,self_efficacy_without_ai_problem_solving,self_efficacy_with_ai_creativity,self_efficacy_with_ai_problem_solving,social_presence_sense_favorite_ai,social_presence_sense_favorite_ai-item_1,social_presence_sense_favorite_ai-item_2,social_presence_sense_favorite_ai-item_3,social_presence_sense_favorite_ai-item_4,social_presence_sense_favorite_ai-item_5,task_types_general_writing,task_types_general_content_creation,task_types_general_creative_idea,task_types_general_info_search,task_types_general_advice,task_types_general_learning,task_types_general_analysis,task_types_general_automation,task_types_general_other,task_types_general_other_other_text,task_types_favorite_ai_writing,task_types_favorite_ai_content_creation,task_types_favorite_ai_creative_idea,task_types_favorite_ai_info_search,task_types_favorite_ai_advice,task_types_favorite_ai_learning,task_types_favorite_ai_analysis,task_types_favorite_ai_automation,task_types_favorite_ai_other,task_types_favorite_ai_other_other_text,trust_favorite_ai,trust_favorite_ai-item_1,trust_favorite_ai-item_2,trust_favorite_ai-item_3,trust_favorite_ai-item_4,trust_favorite_ai-item_5,trust_favorite_ai-item_6,trust_favorite_ai-item_7,trust_favorite_ai-item_8,trust_competence,trust_dependability,general_ai_usage_frequency,favorite_ai_usage_frequency,bigfive_extraversion,bigfive_agreeableness,bigfive_conscientiousness,bigfive_neuroticism,bigfive_openness,age,gender,education,income,need_satisfaction_morality,need_satisfaction_competence,need_satisfaction_autonomy,need_satisfaction_relatedness,perceived_task_characteristics_email,perceived_task_characteristics_formal_letter,perceived_task_characteristics_job_application,perceived_task_characteristics_meeting_summary,perceived_task_characteristics_condolence_card,perceived_task_characteristics_social_media_post,perceived_task_characteristics_personal_letter,perceived_task_characteristics_birthday_invitation
subj0592,5.714285714285714,3.8,ChatGPT,5.0,3.0,5.0,Friend,More like a social actor,92.0,Yes,3.8333333333333335,2.3,4.7,4.0,3.7142857142857144,4.0,4,50,11,1,1,1,2,1,2,1,1,2,1,1,1,1,2,1,1,1,1,1.0,1.0,3.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.625,1,1,Personal context,NA,5.333333333333333,6,4,6,6,6,4,6.0,6,6,6,6,6.0,6,6,6,6,no_overlap,1.5,4.0,3.0,3.0,5.0,4.0,6.0,6.0,6.0,6.0,NA,mostly via text,5.0,5.0,5.0,5.0,5.0,2.2,NA,NA,4.0,4.5,4.5,4.25,4.0,4.0,4.0,4.0,4.0,4.0,0,0,1,1,0,1,0,1,0,NA,1,0,1,1,0,1,0,1,0,NA,3.375,4.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.6666666666666665,3.0,5.0,4.0,3.5,3.5,4.25,2.25,3.75,40,Female,Bachelor’s degree,"$25,000-$49,999",3.5,4.0,4.0,3.0,0.5,0.375,0.5,0.375,-0.25,0.625,0.0,0.375
subj0593,6.0,3.0,ChatGPT,3.0,1.8,3.8,NA,More like a tool,62.0,Yes,1.0833333333333333,1.0,7.0,1.0,1.0,3.0,3,20,10,1,1,1,2,1,1,1,1,2,2,1,1,1,1,1,2,1,2,4.722222222222222,3.0,3.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0,1,0,Personal context,NA,6.333333333333333,7,5,7,7,7,5,4.75,4,4,5,6,6.75,7,7,7,6,no_overlap,3.0,4.0,3.0,3.0,3.0,2.0,3.6666666666666665,3.0,5.0,3.0,NA,mostly via text,3.0,4.0,4.0,4.0,4.0,2.6,NA,NA,5.0,5.0,5.0,3.75,1.0,1.0,1.0,1.0,1.0,1.0,1,0,1,0,0,0,0,0,0,NA,1,1,0,0,0,0,0,0,0,NA,2.25,3.0,2.0,2.0,1.0,4.0,1.0,3.0,2.0,2.6666666666666665,1.6666666666666667,2.0,2.0,1.75,4.25,3.5,4.25,4.0,29,Non-binary / third gender,Bachelor’s degree,"$50,000-$74,999",1.0,1.0,1.0,1.0,-0.375,0.0,0.0,0.375,0.0,0.625,0.625,0.375
subj0594,4.428571428571429,NA,NA,NA,NA,NA,NA,NA,NA,Yes,3.0,3.7,4.8,NA,3.857142857142857,4.0,4,75,13,1,1,1,2,1,2,2,1,2,1,1,1,1,1,1,1,1,1,4.388888888888889,1.6666666666666667,NA,0,1,0,0,1,1,1,0,1,0,1,1,lacks human qualities,1,0,1,1,0,0,0,1,0,1,0,0,NA,3.375,0,1,NA,Professional context,5.0,5,5,5,5,5,5,3.0,3,3,3,3,5.0,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.0,3.5,4.0,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.75,3.0,3.25,4.25,3.5,28,Male,High school diploma or GED,"Less than $25,000",3.5,4.0,4.0,2.0,NA,NA,NA,NA,NA,NA,NA,NA
subj0595,5.285714285714286,3.4,ChatGPT,4.0,2.0,3.0,NA,More like a tool,60.0,No,3.5,2.0,3.8,3.75,3.0,3.0,4,80,15,1,1,1,2,2,2,1,2,1,1,2,1,2,1,2,1,1,2,5.0,1.0,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.75,1,1,Professional context,NA,5.666666666666667,6,5,5,6,6,6,4.0,4,4,4,4,6.0,6,6,6,6,some_overlap,2.0,4.0,3.0,3.0,3.0,4.0,5.333333333333333,6.0,5.0,5.0,NA,mostly via text,3.0,3.0,3.0,3.0,3.0,2.2,NA,NA,5.0,5.0,5.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,0,1,0,1,0,0,1,0,0,NA,0,0,0,1,0,0,1,0,0,NA,2.875,3.0,4.0,2.0,2.0,4.0,3.0,3.0,2.0,3.3333333333333335,2.0,3.0,3.0,3.5,4.5,5.0,1.0,4.75,44,Male,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","$75,000-$99,999",2.25,3.3333333333333335,2.3333333333333335,2.0,0.125,0.375,0.375,0.125,0.0,0.25,0.0,0.125
subj0596,6.214285714285714,4.0,ChatGPT,5.0,3.2,4.6,NA,More like a tool,98.0,Yes,4.75,3.1,1.8,4.75,3.857142857142857,4.0,5,85,13,1,1,1,2,2,2,2,1,1,1,2,2,2,1,2,1,1,1,5.166666666666667,1.0,3.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,1,1,Personal context,NA,6.5,7,7,7,7,7,4,6.0,5,7,5,7,6.0,6,6,6,6,strong_overlap,1.0,5.0,4.0,5.0,2.0,4.0,6.666666666666667,7.0,7.0,6.0,NA,mostly via text,4.0,5.0,5.0,5.0,4.0,3.0,NA,NA,1.0,3.5,4.0,4.0,2.4,3.0,2.0,2.0,2.0,3.0,1,1,1,0,0,1,0,0,0,NA,1,1,0,0,0,1,0,0,0,NA,4.25,5.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.666666666666667,4.0,7.0,7.0,2.75,3.75,3.25,1.0,2.5,20,Male,"Some college, but no degree","$50,000-$74,999",2.0,3.3333333333333335,2.3333333333333335,1.0,0.25,0.375,0.25,0.375,0.125,0.5,0.0,0.125
subj0597,2.357142857142857,4.4,ChatGPT,5.0,2.8,4.4,Friend,More like a social actor,87.0,No,4.833333333333333,3.7,2.0,4.75,4.714285714285714,3.0,3,52,13,1,1,2,2,2,2,2,2,1,2,1,1,1,1,2,1,1,1,2.888888888888889,2.0,2.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,1,1,Personal context,NA,2.8333333333333335,1,2,2,4,4,4,1.75,1,1,1,4,2.25,2,2,3,2,some_overlap,1.0,5.0,4.0,4.0,5.0,4.0,6.0,7.0,6.0,5.0,NA,mostly via text,5.0,4.0,4.0,4.0,5.0,1.8,NA,NA,1.75,1.75,2.75,2.75,5.0,4.0,5.0,5.0,5.0,6.0,0,0,1,1,1,1,1,1,0,NA,0,1,1,1,1,1,1,1,0,NA,4.25,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.666666666666667,4.0,7.0,7.0,1.0,2.5,2.75,5.0,4.25,33,Male,High school diploma or GED,"$75,000-$99,999",3.75,4.0,5.0,4.0,0.75,0.5,0.125,0.125,0.125,0.375,0.625,0.5
subj0598,4.642857142857143,3.6,ChatGPT,3.6666666666666665,3.6,3.6,NA,More like a tool,67.0,Yes,2.75,3.1,4.2,3.0,3.7142857142857144,3.0,3,72,12,1,1,1,2,1,2,2,1,2,1,2,1,2,2,2,1,1,2,1.8888888888888888,2.0,3.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.375,1,1,Personal context,NA,4.5,5,4,4,6,4,4,4.5,5,4,4,5,5.0,5,5,5,5,slight_overlap,4.9,4.0,4.0,3.0,3.0,4.0,4.666666666666667,4.0,5.0,5.0,NA,mostly via text,4.0,4.0,4.0,3.0,3.0,3.6,NA,NA,3.5,3.75,3.75,3.5,4.6,4.0,5.0,4.0,5.0,5.0,1,1,0,0,0,0,0,0,0,NA,1,1,1,0,0,0,0,0,0,NA,3.75,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,3.6666666666666665,5.0,5.0,2.75,3.25,3.0,2.75,3.25,30,Male,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","$100,000-$149,999",3.5,3.3333333333333335,3.6666666666666665,3.6666666666666665,0.375,0.375,0.25,0.375,0.375,0.75,0.5,0.75
subj0599,5.5,5.0,ChatGPT,5.0,2.6,4.2,NA,More like a tool,80.0,Yes,4.25,2.8,4.9,4.25,3.2857142857142856,3.0,3,50,13,1,1,1,2,2,2,1,2,1,1,1,2,2,1,1,1,2,2,5.055555555555555,2.0,3.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.875,1,1,Personal context,NA,6.0,5,5,7,7,6,6,5.0,5,5,5,5,5.25,6,5,5,5,some_overlap,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,NA,mostly via text,4.0,4.0,5.0,3.0,5.0,2.2,NA,NA,4.75,4.75,5.0,5.0,4.8,5.0,5.0,5.0,4.0,5.0,0,0,1,1,1,1,0,0,0,NA,0,0,1,1,1,1,0,0,0,NA,4.0,4.0,3.0,4.0,4.0,5.0,5.0,3.0,4.0,4.666666666666667,4.0,5.0,5.0,1.0,3.0,4.25,3.5,5.0,34,Male,Bachelor’s degree,"$50,000-$74,999",3.0,4.0,2.3333333333333335,1.6666666666666667,0.75,0.625,0.75,0.5,0.375,0.25,0.375,0.5
subj0600,5.142857142857143,3.8,ChatGPT,4.0,3.0,4.6,Teacher,More like a social actor,100.0,Yes,3.75,2.7,3.4,4.5,4.285714285714286,5.0,4,59,14,1,1,1,2,1,2,1,2,2,1,2,1,1,1,2,1,1,2,4.833333333333333,2.0,3.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.75,1,1,Personal context,NA,5.333333333333333,6,5,5,5,5,6,5.0,5,5,5,5,5.0,5,4,5,6,very_strong_overlap,1.0,4.0,4.0,4.0,3.0,4.0,6.333333333333333,7.0,6.0,6.0,NA,mostly via text,4.0,5.0,5.0,4.0,5.0,2.6,NA,NA,4.5,3.25,3.75,3.75,5.8,6.0,6.0,5.0,7.0,5.0,1,1,1,1,1,1,1,1,0,NA,1,1,1,1,1,1,1,1,0,NA,4.0,4.0,5.0,3.0,5.0,4.0,3.0,4.0,4.0,3.6666666666666665,4.0,7.0,7.0,3.0,4.25,3.75,2.5,3.75,33,Female,Bachelor’s degree,"$50,000-$74,999",3.0,3.3333333333333335,3.6666666666666665,4.0,1.0,0.5,1.0,1.0,0.375,1.0,-0.375,0.625
subj0601,4.714285714285714,3.8,Microsoft Copilot (formerly Bing Chat),5.0,2.4,4.6,NA,More like a tool,65.0,Yes,4.666666666666667,2.6,3.1,4.25,4.142857142857143,3.0,3,60,14,1,1,1,2,2,1,2,2,2,2,2,1,1,1,1,1,1,1,4.5,1.0,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.875,1,1,Professional context,NA,5.0,5,3,4,6,6,6,3.5,3,4,3,4,5.5,6,6,5,5,some_overlap,1.0,4.0,4.0,4.0,3.0,4.0,6.333333333333333,6.0,7.0,6.0,NA,mostly via text,5.0,4.0,5.0,4.0,5.0,1.6,NA,NA,5.0,4.75,5.0,5.0,4.6,4.0,6.0,5.0,4.0,4.0,0,0,0,1,1,1,1,1,0,NA,0,0,0,1,1,1,1,0,0,NA,4.0,4.0,3.0,4.0,4.0,5.0,5.0,3.0,4.0,4.666666666666667,4.0,6.0,6.0,4.0,4.5,4.25,1.25,5.0,52,Female,Bachelor’s degree,"$75,000-$99,999",3.75,5.0,4.333333333333333,2.6666666666666665,-0.25,-0.125,0.5,-0.25,0.375,0.125,0.25,-0.125
subj0602,4.857142857142857,3.4,Google AI incl. Google Gemini (formerly Bard),4.333333333333333,2.4,2.8,NA,More like a tool,80.0,Yes,2.5,2.1,5.9,2.75,3.142857142857143,3.0,4,65,17,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,5.055555555555555,1.3333333333333333,3.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.25,1,1,Professional context,NA,4.666666666666667,5,5,5,5,4,4,3.75,3,5,3,4,6.25,6,6,7,6,no_overlap,1.0,3.0,3.0,4.0,4.0,3.0,5.333333333333333,6.0,5.0,5.0,NA,mostly via text,3.0,3.0,2.0,3.0,3.0,2.4,NA,NA,4.0,3.25,4.75,4.25,1.6,1.0,2.0,2.0,2.0,1.0,1,0,1,0,0,1,1,0,0,NA,1,0,1,0,0,1,1,0,0,NA,3.25,4.0,4.0,3.0,3.0,4.0,4.0,1.0,3.0,4.0,3.0,4.0,4.0,3.5,4.5,3.5,3.5,4.25,32,Female,Bachelor’s degree,"$25,000-$49,999",1.5,3.0,2.0,1.3333333333333333,0.0,0.5,-0.125,-0.25,0.0,-0.25,0.25,-0.125
subj0603,4.642857142857143,4.0,ChatGPT,4.333333333333333,1.8,4.2,NA,More like a tool,85.0,Yes,4.0,3.0,4.8,4.0,4.0,4.0,4,67,14,1,1,1,2,2,2,2,1,2,1,1,1,1,1,1,1,1,1,3.4444444444444446,1.3333333333333333,2.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.625,1,1,Personal context,NA,5.0,5,5,5,6,5,4,3.5,3,4,4,3,5.25,5,5,6,5,some_overlap,3.0,5.0,3.0,4.0,4.0,4.0,6.0,6.0,6.0,6.0,NA,mostly via text,4.0,4.0,5.0,3.0,5.0,2.2,NA,NA,3.75,3.25,4.0,3.0,3.6,3.0,5.0,4.0,3.0,3.0,1,0,1,1,1,1,1,0,0,NA,1,0,1,1,1,1,0,0,0,NA,3.75,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,5.0,2.25,2.75,3.75,4.0,3.25,35,Male,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","$150,000 or more",3.0,4.0,4.0,2.0,0.125,0.25,0.125,-0.125,0.125,0.0,0.25,0.125
subj0604,5.5,4.0,ChatGPT,5.0,1.2,3.4,NA,More like a tool,91.0,Yes,3.0,1.3,6.6,3.0,3.142857142857143,3.0,3,45,13,1,1,1,2,1,1,1,2,2,1,1,1,1,1,1,1,1,2,2.4444444444444446,1.3333333333333333,3.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.25,1,1,Personal context,NA,6.333333333333333,7,5,6,6,7,7,5.5,6,6,5,5,4.25,5,4,4,4,slight_overlap,1.4,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,6.0,NA,mostly via text,3.0,3.0,4.0,3.0,4.0,1.4,NA,NA,5.0,4.75,4.0,3.0,3.4,2.0,6.0,5.0,2.0,2.0,1,1,1,0,1,1,0,0,0,NA,1,1,1,0,1,1,0,0,0,NA,3.125,3.0,3.0,3.0,3.0,5.0,3.0,2.0,3.0,3.6666666666666665,3.0,4.0,4.0,3.0,3.25,4.5,1.25,4.5,21,Female,"Some college, but no degree","$25,000-$49,999",2.75,3.0,4.0,1.6666666666666667,0.25,0.625,0.0,0.5,0.625,0.625,0.375,0.5
subj0605,1.0,NA,NA,NA,NA,NA,NA,NA,NA,No,1.3333333333333333,1.0,7.0,NA,1.0,2.0,1,1,11,1,1,1,2,2,2,2,1,2,2,2,2,1,1,2,2,1,1,1.0,3.0,NA,0,0,0,0,0,0,0,0,0,0,1,0,NA,1,1,1,1,1,1,1,1,1,1,0,1,NA,3.0,0,1,NA,Personal context,1.0,1,1,1,1,1,1,1.0,1,1,1,1,1.0,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,1.0,1.0,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,1.0,1.0,5.0,1.0,33,Male,Associates or technical degree,"Less than $25,000",1.0,1.0,1.0,1.0,NA,NA,NA,NA,NA,NA,NA,NA
subj0606,6.285714285714286,3.2,ChatGPT,5.0,1.4,3.8,NA,More like a tool,78.0,No,2.8333333333333335,1.2,4.8,3.5,3.857142857142857,3.0,3,84,13,1,1,1,2,1,2,1,2,1,1,2,2,1,1,2,1,1,1,3.0,2.6666666666666665,3.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.375,1,1,Professional context,NA,6.333333333333333,6,6,7,7,6,6,6.25,5,7,6,7,6.25,6,6,6,7,slight_overlap,1.1,3.0,3.0,3.0,3.0,4.0,5.0,5.0,5.0,5.0,NA,mostly via text,4.0,4.0,3.0,4.0,4.0,2.0,NA,NA,5.0,4.25,4.0,3.75,2.0,2.0,2.0,2.0,2.0,2.0,0,0,1,1,1,1,0,1,0,NA,0,0,0,1,1,1,0,0,0,NA,2.375,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.6666666666666665,2.0,5.0,5.0,1.75,3.75,4.25,3.5,3.75,54,Female,Bachelor’s degree,"$50,000-$74,999",2.25,3.0,3.3333333333333335,1.0,0.25,0.25,0.25,0.375,0.5,0.375,0.25,0.25
subj0607,6.142857142857143,2.2,Google AI incl. Google Gemini (formerly Bard),5.0,1.4,2.0,NA,More like a tool,61.0,Yes,1.75,1.0,6.4,1.0,1.8571428571428572,3.0,4,72,14,1,1,1,2,2,1,1,2,1,1,2,2,2,1,1,1,1,2,3.888888888888889,1.0,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0,1,1,Personal context,NA,6.166666666666667,6,4,6,7,7,7,5.25,5,6,5,5,7.0,7,7,7,7,no_overlap,1.7,2.0,2.0,2.0,3.0,2.0,2.3333333333333335,2.0,3.0,2.0,NA,mostly via voice,2.0,2.0,2.0,2.0,2.0,1.6,NA,NA,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,0,0,0,0,0,NA,0,0,0,1,0,0,0,0,0,NA,1.625,1.0,4.0,1.0,1.0,3.0,1.0,1.0,1.0,1.6666666666666667,1.0,5.0,5.0,1.5,3.75,4.25,3.75,4.75,25,Female,Bachelor’s degree,"$100,000-$149,999",2.5,4.0,3.6666666666666665,2.0,-0.25,0.5,0.5,-0.25,0.25,0.0,0.25,0.25
subj0608,4.428571428571429,3.6,ChatGPT,2.3333333333333335,2.6,3.8,NA,More like a tool,80.0,Yes,3.5,3.0,4.8,3.5,4.428571428571429,3.0,2,30,14,1,1,1,2,2,2,1,1,2,1,2,1,1,1,1,1,2,2,1.5,1.6666666666666667,2.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.375,1,1,Personal context,NA,4.5,5,4,5,5,5,3,4.0,4,4,4,4,4.75,5,5,4,5,no_overlap,1.8,4.0,4.0,3.0,3.0,4.0,4.333333333333333,4.0,5.0,4.0,NA,mostly via text,4.0,4.0,4.0,3.0,4.0,2.2,NA,NA,3.0,3.0,3.25,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1,0,1,0,0,1,0,0,0,NA,1,0,1,0,0,1,0,0,0,NA,3.625,4.0,3.0,4.0,4.0,5.0,3.0,2.0,4.0,4.0,4.0,3.0,3.0,3.0,3.5,3.75,3.75,3.75,34,Female,Bachelor’s degree,"$150,000 or more",3.0,3.6666666666666665,3.6666666666666665,2.0,-0.125,0.75,0.625,0.125,0.375,0.5,0.375,0.375
subj0609,5.785714285714286,4.2,ChatGPT,5.0,3.6,4.2,NA,More like a tool,90.0,Yes,4.333333333333333,2.4,2.8,4.25,4.0,3.0,4,40,14,1,2,1,2,2,1,2,2,1,2,2,1,1,1,1,1,2,2,3.1666666666666665,1.0,3.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.25,1,1,Personal context,NA,6.0,7,5,6,6,6,6,5.25,5,5,4,7,6.0,6,6,6,6,moderate_overlap,1.2,5.0,4.0,4.0,4.0,4.0,6.666666666666667,7.0,7.0,6.0,NA,mostly via text,4.0,5.0,4.0,4.0,4.0,2.0,NA,NA,4.75,4.5,4.5,4.5,5.4,5.0,5.0,6.0,5.0,6.0,0,1,0,1,1,1,1,0,0,NA,1,0,0,1,1,1,1,0,0,NA,3.75,4.0,2.0,3.0,4.0,5.0,4.0,4.0,4.0,4.333333333333333,3.6666666666666665,5.0,5.0,3.0,4.0,4.75,1.25,4.5,68,Male,High school diploma or GED,"$75,000-$99,999",3.75,4.0,4.333333333333333,3.6666666666666665,0.125,0.375,0.375,0.625,0.0,-0.25,0.0,0.375
